customer_id,name,gender,age,phone,email,city,joined_at,skin_type,pc_user_type,foot_type
C0251,박지혜,F,37,010-5595-4644,jihyepark@naver.com,경기,2025-04-26,민감성,사무직,칼발
C0252,한다은,F,42,010-7243-4841,daeunhan@nate.com,전주,2025-02-25,건성,디자이너,칼발
C0253,김진우,M,56,010-4631-6638,kimjinwoo@gmail.com,용인,2025-02-04,민감성,디자이너,칼발
C0254,권하린,F,37,010-3388-0863,harin_kwon@naver.com,서울,2022-07-23,복합성,FPS유저,칼발
C0255,서동현,M,60,010-9155-8443,seodonghyun@naver.com,경기,2022-10-31,복합성,디자이너,평발
C0256,김은서,F,26,010-8117-0873,kimeunseo@naver.com,경기,2026-02-24,지성,사무직,발볼넓음
C0257,조준영,M,49,010-2264-0249,junyoung_cho@daum.net,전주,2023-02-16,민감성,사무직,발볼넓음
C0258,배지혜,F,22,010-9974-5062,baejihye@naver.com,고양,2023-12-04,복합성,사무직,칼발
C0259,권태현,M,44,010-4846-0056,taehyun_kwon@naver.com,수원,2026-06-19,지성,FPS유저,평발
C0260,이지호,M,22,010-1992-1664,jiholee@gmail.com,광주,2024-09-07,지성,FPS유저,칼발
C0261,오진우,M,42,010-1395-7728,ohjinwoo@naver.com,경기,2025-07-06,민감성,디자이너,평발
C0262,안수아,F,33,010-1437-6730,ahn.sua@naver.com,수원,2025-06-15,건성,사무직,칼발
C0263,최하은,F,24,010-4663-4753,haeunchoi@naver.com,성남,2024-12-07,건성,사무직,발볼넓음
C0264,서현주,F,45,010-9221-4757,seo.hyunjoo@gmail.com,인천,2023-06-24,민감성,사무직,발볼넓음
C0265,오윤서,F,32,010-3694-7832,yunseo71@gmail.com,대구,2024-10-09,지성,디자이너,칼발
C0266,김성호,M,28,010-5255-1510,sungho95@gmail.com,제주,2024-11-23,건성,사무직,발볼넓음
C0267,정혜진,F,57,010-6708-4841,jung.hyejin@hanmail.net,인천,2024-05-01,건성,사무직,발볼넓음
C0268,정소희,F,33,010-3294-1491,jungsohee@naver.com,인천,2024-09-02,민감성,사무직,평발
C0269,고지아,F,30,010-5305-7454,kojia@naver.com,포항,2025-10-12,복합성,사무직,칼발
C0270,박병철,M,25,010-4378-7700,byungchul_park@naver.com,경기,2023-06-23,복합성,FPS유저,평발
C0271,박은지,F,18,010-2522-2175,park.eunji@daum.net,대구,2025-10-07,민감성,디자이너,발볼넓음
C0272,이종민,M,29,010-5105-6383,lee.jongmin@daum.net,부산,2025-04-18,민감성,사무직,칼발
C0273,권지민,F,36,010-6792-9636,jiminkwon@naver.com,서울,2023-09-13,복합성,사무직,평발
C0274,박동현,M,29,010-6069-4467,parkdonghyun@naver.com,세종,2023-03-25,지성,사무직,발볼넓음
C0275,윤나윤,F,19,010-7253-5576,nayunyoon@naver.com,서울,2025-02-10,지성,사무직,평발
C0276,최아름,F,54,017-437-2563,areum_choi@gmail.com,인천,2025-09-06,복합성,사무직,발볼넓음
C0277,이미영,F,42,010-4808-9298,miyoung_lee@naver.com,인천,2025-08-23,건성,사무직,칼발
C0278,조연준,M,60,010-3349-2205,yeonjun_cho@daum.net,경기,2023-03-29,민감성,사무직,평발
C0279,전수정,F,50,010-6458-4678,jeon.sujeong@outlook.com,서울,2024-03-23,건성,FPS유저,발볼넓음
C0280,임윤서,F,20,010-9125-2668,yunseo46@kakao.com,창원,2023-08-14,민감성,사무직,칼발
C0281,신수빈,F,39,010-3481-1502,shinsubin@naver.com,대전,2025-07-03,민감성,FPS유저,발볼넓음
C0282,백유진,F,33,010-9713-0457,yujinbaek@gmail.com,용인,2024-03-29,지성,사무직,칼발
C0283,송예린,F,58,010-5534-3500,yerin_song@gmail.com,경기,2025-03-22,복합성,디자이너,평발
C0284,박혜진,F,23,010-4361-2824,hyejin44@gmail.com,경기,2023-09-26,복합성,사무직,발볼넓음
C0285,홍연우,F,38,010-1053-0668,hong.yeonwoo@gmail.com,인천,2026-02-02,지성,디자이너,칼발
C0286,박지우,F,44,010-2400-9049,jiwoo19@gmail.com,경기,2026-03-30,민감성,FPS유저,발볼넓음
C0287,이경수,M,30,010-3587-6073,kyungsoolee@hanmail.net,서울,2025-09-19,복합성,FPS유저,평발
C0288,유민재,M,56,010-8021-0009,yoo.minjae@outlook.com,성남,2025-10-25,복합성,디자이너,평발
C0289,정하은,F,56,010-1781-1894,haeun_jung@kakao.com,경기,2024-05-22,민감성,사무직,발볼넓음
C0290,김하윤,F,25,010-1667-6859,kimhayun@daum.net,울산,2023-06-25,복합성,FPS유저,칼발
C0291,임도윤,M,45,010-9573-2358,doyun99@daum.net,부산,2025-11-09,복합성,사무직,발볼넓음
C0292,이지유,F,22,010-2570-8377,jiyu22@naver.com,서울,2023-09-22,건성,디자이너,칼발
C0293,정지민,F,56,010-3641-2633,jungjimin@kakao.com,서울,2025-02-02,건성,사무직,발볼넓음
C0294,문하은,F,27,010-6903-4897,haeunmoon@gmail.com,서울,2024-02-19,지성,사무직,평발
C0295,이영수,M,41,010-3051-3333,leeyoungsoo@gmail.com,서울,2025-03-07,지성,사무직,칼발
C0296,전도윤,M,34,010-9141-1430,doyunjeon@naver.com,대구,2026-02-10,복합성,사무직,칼발
C0297,김수빈,F,22,010-4864-4184,kim.subin@gmail.com,광주,2026-02-20,복합성,FPS유저,칼발
C0298,조나윤,F,27,017-645-9722,cho.nayun@naver.com,경기,2025-07-04,민감성,디자이너,평발
C0299,백가은,F,21,010-1690-3531,gaeunbaek@naver.com,부산,2023-11-12,복합성,사무직,평발
C0300,김지호,M,28,010-3141-0455,kimjiho@naver.com,경기,2025-09-24,민감성,FPS유저,발볼넓음
